"Seed","Delivered","Undelivered","LateSuitcases","TotalDelay","WarehouseOverflow","Fitness","IterationsRun","Improvements","ExecutionTime"
"1","121247","0","0","0.00 days","131","65500.00","2","4","117164 ms"
